kingdom,phylum,class,order,family,genus,species,scientificName,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,day,month,year,collectionCode,identifiedBy,recordedBy
Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Vacusus,Vacusus confinis,"Vacusus confinis (LeConte, 1851)",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Anthicus,Anthicus lutulentus,"Anthicus lutulentus Casey, 1895",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/29/1990 0:00,29,9,1990,ENTO,,
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Campylacantha,Campylacantha olivacea,"Campylacantha olivacea (S.H.Scudder, 1875)","12 kilometers W Artesia Wells, Ranch Road 133; Chapparal Wildlife Management Area",Texas,28.29632,-99.40121,4/24/2009 0:00,24,4,2009,ENTO,,
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Ceratocapsus,,"Ceratocapsus Reuter, 1876",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Sixeonotus,,"Sixeonotus Reuter, 1876",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Taylorilygus,,"Taylorilygus Leston, 1952",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lygus,Lygus lineolaris,"Lygus lineolaris (Palisot de Beauvois, 1818)",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Exitianus,,"Exitianus Ball, 1929",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,4/9/1977 0:00,9,4,1977,ENTO,,T. P. Friedlander
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,Bembidion rapidum,"Bembidion rapidum (LeConte, 1847)",Chaparral Wildlife Refuge,Texas,28.32474,-99.41631,3/28/1987 0:00,28,3,1987,ENTO,,A. Hook
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Helops,Helops farctus,"Helops farctus LeConte, 1858","Chaparral Wildlife Management Area, Baldy Pond",Texas,28.32638732,-99.4119959,4/25/2009 0:00,25,4,2009,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,Pseudomethoca,,"Pseudomethoca Ashmead, 1896","Chaparral Wildlife Management Area, Pasture 14",Texas,28.32472,-99.40671,9/30/1989 0:00,30,9,1989,ENTO,,Zolnerowich
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,Bembidion rapidum,"Bembidion rapidum (LeConte, 1847)",Chaparral Wildlife Refuge,Texas,28.32474,-99.41631,3/28/1987 0:00,28,3,1987,ENTO,,A. Hook
Animalia,Arthropoda,Insecta,Coleoptera,Melolonthidae,Diplotaxis,,"Diplotaxis Kirby, 1837","Chaparral Wildlife Management Area, Blocker Pond",Texas,28.32638732,-99.4119959,4/24/2009 0:00,24,4,2009,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Ataenius,,"Ataenius Harold, 1867","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dyschirius,Dyschirius abbreviatus,"Dyschirius abbreviatus Putzeys, 1846","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Platytomus,,"Platytomus Mulsant, 1842","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Ataenius,,"Ataenius Harold, 1867","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Ataenius,,"Ataenius Harold, 1867","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dyschirius,Dyschirius abbreviatus,"Dyschirius abbreviatus Putzeys, 1846","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Ataenius,,"Ataenius Harold, 1867","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dyschirius,Dyschirius abbreviatus,"Dyschirius abbreviatus Putzeys, 1846","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dyschirius,Dyschirius abbreviatus,"Dyschirius abbreviatus Putzeys, 1846","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Ataenius,,"Ataenius Harold, 1867","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dyschirius,Dyschirius abbreviatus,"Dyschirius abbreviatus Putzeys, 1846","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Ataenius,,"Ataenius Harold, 1867","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dyschirius,Dyschirius abbreviatus,"Dyschirius abbreviatus Putzeys, 1846","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Platytomus,,"Platytomus Mulsant, 1842","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Ataenius,,"Ataenius Harold, 1867","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dyschirius,Dyschirius abbreviatus,"Dyschirius abbreviatus Putzeys, 1846","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Ataenius,,"Ataenius Harold, 1867","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dyschirius,Dyschirius abbreviatus,"Dyschirius abbreviatus Putzeys, 1846","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,Copris remotus,Copris remotus remotus,"Chaparral Wildlife Management Area, Pasture 11",Texas,28.32472,-99.40671,9/11/2003 0:00,11,9,2003,ENTO,,B. T. Raber
Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Ataenius,,"Ataenius Harold, 1867","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dyschirius,Dyschirius abbreviatus,"Dyschirius abbreviatus Putzeys, 1846","Chaparral Wildlife Management Area, Pasture 10",Texas,28.32638732,-99.4119959,10/10/2000 0:00,10,10,2000,ENTO,,E. G. Riley
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Conibius,,"Conibius LeConte, 1851",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,5/14/1996 0:00,14,5,1996,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Philophuga,Philophuga viridicollis,"Philophuga viridicollis (LeConte, 1846)",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Calosoma,Calosoma marginale,"Calosoma marginale Casey, 1897",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/29/1989 0:00,29,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Conibius,,"Conibius LeConte, 1851",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,5/14/1996 0:00,14,5,1996,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dromochorus,Dromochorus belfragei,"Dromochorus belfragei Sallé, 1877",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,6/14/1984 0:00,14,6,1984,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Calosoma,Calosoma marginale,"Calosoma marginale Casey, 1897",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/29/1989 0:00,29,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Hymenorus,Hymenorus papagonis,"Hymenorus papagonis Fall, 1931",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/29/1989 0:00,29,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Conibius,,"Conibius LeConte, 1851",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,5/13/1996 0:00,13,5,1996,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Colliuris,Colliuris pensylvanica,"Colliuris pensylvanica (Linnaeus, 1758)",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Helluomorphoides,Helluomorphoides texanus,"Helluomorphoides texanus (LeConte, 1853)",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/29/1989 0:00,29,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,,"Copris Geoffroy, 1762",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,5/15/1994 0:00,15,5,1994,ENTO,,C. S. Wolfe; D. W. Sundberg
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Hylocrinus,,"Hylocrinus Casey, 1907",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,5/14/1996 0:00,14,5,1996,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Hymenorus,Hymenorus punctatissimus,"Hymenorus punctatissimus LeConte, 1866",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Araeoschizus,,"Araeoschizus LeConte, 1851",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,5/14/1996 0:00,14,5,1996,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Philophuga,Philophuga viridicollis,"Philophuga viridicollis (LeConte, 1846)",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Helluomorphoides,Helluomorphoides texanus,"Helluomorphoides texanus (LeConte, 1853)",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/29/1989 0:00,29,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Hylocrinus,,"Hylocrinus Casey, 1907",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,5/14/1996 0:00,14,5,1996,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Lystronychus,Lystronychus championi,"Lystronychus championi Horn, 1894",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,Harpalus gravis,"Harpalus gravis LeConte, 1858",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/29/1989 0:00,29,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Conibius,,"Conibius LeConte, 1851",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,5/14/1996 0:00,14,5,1996,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Phegoneus,,"Phegoneus Casey, 1907",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,11/5/1996 0:00,5,11,1996,ENTO,,R. Kazmailer
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Calosoma,Calosoma marginale,"Calosoma marginale Casey, 1897",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/29/1989 0:00,29,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Araeoschizus,,"Araeoschizus LeConte, 1851",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,11/12/1996 0:00,12,11,1996,ENTO,,
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Hymenorus,Hymenorus punctatissimus,"Hymenorus punctatissimus LeConte, 1866",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,9/30/1989 0:00,30,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Stenomorphus,Stenomorphus californicus,"Stenomorphus californicus rufipes LeConte, 1858",Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/29/1989 0:00,29,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dromochorus,Dromochorus belfragei,"Dromochorus belfragei Sallé, 1877",Chaparral Wildlife Management Area,Texas,28.32638732,-99.4119959,6/14/1984 0:00,14,6,1984,ENTO,,
Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,Sphaeropthalma,Sphaeropthalma imperialis,Sphaeropthalma imperialis,Chaparral Wildlife Management Area,Texas,28.32472,-99.40671,9/29/1989 0:00,29,9,1989,ENTO,,J. C. Schaffner
Animalia,Arthropoda,Insecta,Dermaptera,Labiduridae,Labidura,Labidura riparia,"Labidura riparia (Pallas, 1773)",12 mi E Catarina,Texas,28.34,-99.42,6/22/1976 0:00,22,6,1976,Entomology Collection,"Wild, Alex",
Animalia,Arthropoda,Insecta,Dermaptera,Forficulidae,Doru,Doru taeniatum,"Doru taeniatum (Dohrn, 1862)",12 mi E Catarina,Texas,28.34,-99.42,7/24/1976 0:00,24,7,1976,Entomology Collection,"Abbott, J.C.",
Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Arigomphus,Arigomphus submedianus,"Arigomphus submedianus Williamson, 1914",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthemis,Orthemis ferruginea,"Orthemis ferruginea Fabricius, 1775",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,Lestes sigma,"Lestes sigma Calvert, 1901",,Texas,28.31,-99.45,9/15/2000 0:00,15,9,2000,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,Lestes sigma,"Lestes sigma Calvert, 1901",,Texas,28.31,-99.45,9/15/2000 0:00,15,9,2000,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,Enallagma civile,"Enallagma civile Hagen, 1861",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,Enallagma civile,"Enallagma civile Hagen, 1861",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax,Erythrodiplax umbrata,"Erythrodiplax umbrata Linnaeus, 1758",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,Lestes sigma,"Lestes sigma Calvert, 1901",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Pantala,Pantala flavescens,"Pantala flavescens Fabricius, 1798",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,Enallagma civile,"Enallagma civile Hagen, 1861",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Tramea,Tramea onusta,"Tramea onusta Hagen, 1861",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,Lestes sigma,"Lestes sigma Calvert, 1901",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthemis,Orthemis ferruginea,"Orthemis ferruginea Fabricius, 1775",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Perithemis,Perithemis tenera,"Perithemis tenera Say, 1839",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,Enallagma civile,"Enallagma civile Hagen, 1861",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,Enallagma civile,"Enallagma civile Hagen, 1861",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phyllogomphoides,Phyllogomphoides albrighti,"Phyllogomphoides albrighti Needham, 1950",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis,Celithemis eponina,"Celithemis eponina Drury, 1773",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthemis,Orthemis ferruginea,"Orthemis ferruginea Fabricius, 1775",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthemis,Orthemis ferruginea,"Orthemis ferruginea Fabricius, 1775",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Arigomphus,Arigomphus submedianus,"Arigomphus submedianus Williamson, 1914",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Micrathyria,Micrathyria hagenii,"Micrathyria hagenii Kirby, 1890",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthemis,Orthemis ferruginea,"Orthemis ferruginea Fabricius, 1775",,Texas,28.31354,-99.44682,9/16/2000 0:00,16,9,2000,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,Lestes sigma,"Lestes sigma Calvert, 1901",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Anax,Anax junius,"Anax junius Drury, 1773",,Texas,28.31354,-99.44682,9/16/2000 0:00,16,9,2000,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Pachydiplax,Pachydiplax longipennis,"Pachydiplax longipennis Burmeister, 1839",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Tramea,Tramea onusta,"Tramea onusta Hagen, 1861",,Texas,28.31,-99.45,9/15/2000 0:00,15,9,2000,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Pachydiplax,Pachydiplax longipennis,"Pachydiplax longipennis Burmeister, 1839",,Texas,28.31354,-99.44682,9/16/2000 0:00,16,9,2000,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Tramea,Tramea lacerata,"Tramea lacerata Hagen, 1861",,Texas,28.31354,-99.44682,9/16/2000 0:00,16,9,2000,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachymesia,Brachymesia furcata,"Brachymesia furcata Hagen, 1861",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Neurocordulia,Neurocordulia xanthosoma,"Neurocordulia xanthosoma Williamson, 1908",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachymesia,Brachymesia furcata,"Brachymesia furcata Hagen, 1861",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,Enallagma civile,"Enallagma civile Hagen, 1861",,Texas,28.31354,-99.44682,6/11/2001 0:00,11,6,2001,,,John Abbott
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Pachydiplax,Pachydiplax longipennis,"Pachydiplax longipennis Burmeister, 1839",,Texas,28.31,-99.45,9/15/2000 0:00,15,9,2000,,,John Abbott
